economy,economycode,wpid_random,wgt,female,age,educ,inc_q,emp_in,urbanicity_f2f,account,account_fin,account_mob,fin1_1a,fin1_1b,fin2,fin4,fin4a,fin5,fin6,fin7,fin8,fin8a,fin8b,fin9,fin9a,fin10,fin10a,fin10b,fin11_1,fin11a,fin11b,fin11c,fin11d,fin11e,fin11f,fin11g,fin11h,fin13_1a,fin13_1b,fin13_1c,fin13_1d,fin13_1e,fin13_1f,fin13a,fin13b,fin13c,fin13d,fin14_1,fin14_2,fin14_2_China,fin14a,fin14a1,fin14b,fin14c,fin14c_2,fin14c_2_China,fin16,fin17a,fin17a1,fin17b,fin20,fin22a,fin22b,fin22c,fin24,fin24a,fin24b,fin26,fin27_1,fin27c1,fin27c2,fin28,fin29_1,fin29c1,fin29c2,fin30,fin31a,fin31b,fin31b1,fin31b1_China,fin31c,fin32,fin33,fin34a,fin34b,fin34d,fin34e,fin35,fin37,fin38,fin39a,fin39b,fin39d,fin39e,fin42,fin42a,fin43a,fin43b,fin43d,fin43e,fin44a,fin44b,fin44c,fin44d,fin45,fin45_1,fin45_1_China,saved,borrowed,receive_wages,receive_transfers,receive_pension,receive_agriculture,pay_utilities,remittances,mobileowner,internetaccess,anydigpayment,merchantpay_dig
Ghana,GHA,188919782,0.570075234,2,21,2,5,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,,,,,,,1,1,2,1,1,2,,1,1,2,,,,2,2,1,2,2,2,1,,1,3,1,1,1,,,2,,,,1,2,2,,,1,1,2,2,1,,,1,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,1,4,4,4,2,1,1,1,1,1
Ghana,GHA,181901674,0.403132033,2,34,2,5,1,2,1,1,1,2,2,1,2,,2,1,2,,,,1,2,1,2,1,,,,,,,,,,,,,,,,1,2,1,1,1,1,,2,1,1,2,1,,1,1,2,2,2,2,2,,1,3,2,1,1,,,1,1,,,1,1,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,3,2,1,,1,1,4,4,4,4,1,1,1,1,1,1
Ghana,GHA,184094636,0.560713012,2,23,2,2,1,1,1,0,1,,,2,,,,,,,,,,,,,,,1,2,1,2,2,1,2,2,,,,,,,1,1,1,1,2,,,2,1,2,,,,1,2,1,2,2,2,1,,4,3,1,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,4,4,2,1,,1,1,4,4,4,2,4,1,1,1,1,0
Ghana,GHA,177203251,0.464487152,1,24,1,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,1,2,2,2,2,2,,,,,,,,,,,2,,,2,1,2,,,,2,1,2,2,1,2,1,,2,1,1,1,1,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,4,3,1,,1,1,4,4,4,4,4,1,2,2,0,0
Ghana,GHA,202792012,1.157560193,2,25,1,1,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,2,1,,0,0,4,4,4,4,4,5,1,2,0,0
Ghana,GHA,188553266,0.306325514,2,28,3,3,2,2,1,1,1,2,2,1,2,,1,2,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,2,,,2,1,1,1,1,,2,2,1,2,1,2,1,,2,1,1,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,4,4,4,4,4,1,1,1,1,1
Ghana,GHA,160031687,1.197772108,1,38,2,5,1,2,1,1,1,2,2,2,,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,1,2,,2,1,1,3,2,,1,1,1,2,2,2,1,,1,3,2,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,2,1,,1,1,4,4,4,4,2,1,1,1,1,1
Ghana,GHA,202908503,0.470819223,2,48,3,5,1,1,1,1,1,1,2,2,,,2,1,2,,,,1,2,1,2,2,,,,,,,,,,,,,,,,1,1,1,1,2,,,1,1,2,,,,1,2,1,2,2,1,2,,4,3,2,1,1,,,2,,,,1,2,2,,,1,1,2,1,2,,,1,2,2,,,,,1,2,2,2,1,,1,1,2,1,1,1,,1,1,1,4,4,2,2,1,1,2,1,0
Ghana,GHA,154810387,1.085210255,1,20,2,1,2,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,1,2,4,1,,0,1,4,4,4,4,4,5,1,2,0,0
Ghana,GHA,142553831,1.041962873,1,20,2,4,1,2,1,1,0,1,2,1,2,,2,2,2,,,,1,2,1,2,1,,,,,,,,,,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,1,,1,2,2,2,2,2,3,3,1,1,,,1,1,,,1,2,2,,,1,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,1,2,3,1,,1,0,1,4,4,4,2,1,1,1,1,0
Ghana,GHA,208293315,0.464381152,1,17,2,3,1,2,1,1,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,1,2,,,,,,,1,1,2,1,2,,,1,1,2,,,,2,2,1,2,2,2,1,,2,2,2,1,1,,,1,1,,,1,2,1,2,,,2,,,,,,,1,2,2,2,2,1,2,,,,,,3,1,2,1,4,1,,1,1,4,1,4,4,1,1,1,1,1,0
Ghana,GHA,192598909,1.197772108,1,41,2,3,1,2,1,1,1,1,2,1,2,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,1,2,,1,1,1,3,1,,1,1,1,1,1,1,1,2,1,3,2,1,1,,,1,1,,,1,2,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,3,1,,1,1,4,4,4,4,1,1,1,1,1,1
Ghana,GHA,172337868,0.338447624,1,28,2,1,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,1,2,1,2,2,2,2,,,,,,,1,1,2,1,2,,,2,1,2,,,,2,2,1,2,2,2,2,,2,3,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,3,2,2,3,,1,0,4,4,4,4,4,5,1,1,1,0
Ghana,GHA,142970418,2.121253246,2,45,1,3,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,2,2,2,2,2,,,2,2,2,,,,2,2,2,2,2,2,1,,4,1,1,1,1,,,1,1,,,1,2,2,,,1,1,2,2,1,,,2,2,2,,,,,1,1,2,1,,,1,1,2,2,2,1,,0,1,1,4,4,1,2,1,1,2,1,0
Ghana,GHA,166913633,0.614661682,1,31,3,4,1,1,1,1,1,1,1,1,2,,2,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,2,1,2,,,,1,1,2,2,2,2,2,,1,3,3,1,1,,,2,,,,1,2,2,,,1,1,1,1,2,,,2,2,2,,,,,2,,,,,,3,2,2,2,2,3,,1,0,1,4,4,4,2,1,1,1,1,0
Ghana,GHA,166756002,0.306325514,1,30,2,5,1,2,1,1,1,1,2,1,2,,2,2,2,,,,1,2,1,4,1,,,,,,,,,,,,,,,,1,1,2,1,1,2,,2,1,1,1,2,,1,1,1,2,2,2,2,,1,3,2,1,1,,,1,1,,,2,,,,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,2,3,3,1,1,,1,0,1,4,4,4,4,1,1,1,1,1
Ghana,GHA,145744492,0.744879807,1,26,1,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,1,2,1,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,2,1,3,3,2,1,,1,0,4,4,4,2,2,1,1,2,0,0
Ghana,GHA,171619335,0.514185862,1,23,2,4,1,2,1,1,1,2,2,2,,,2,2,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,1,1,2,,,,2,2,1,1,2,2,2,2,1,2,1,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,1,1,4,4,4,4,2,1,1,1,1,0
Ghana,GHA,125243667,0.610470101,2,24,3,3,1,1,1,0,1,,,2,,,,,,,,,,,,,,,1,2,2,2,2,1,2,2,,,,,,,1,1,2,1,1,2,,2,1,2,,,,1,2,1,1,2,2,2,1,1,3,3,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,2,1,,1,1,4,4,4,2,4,1,1,1,1,1
Ghana,GHA,166250650,1.174698405,2,43,2,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,4,3,1,,0,1,4,4,4,2,4,3,1,2,0,0
Ghana,GHA,131426103,1.439635609,2,20,2,4,1,2,1,1,1,1,2,2,,,1,1,2,,,,1,1,1,2,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,1,1,1,3,1,,2,1,1,2,2,2,1,,1,2,2,1,1,,,1,1,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,2,2,2,1,,1,1,2,4,4,4,2,1,1,1,1,1
Ghana,GHA,199907296,0.821825731,1,28,2,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,2,1,2,1,1,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,1,2,2,2,1,,7,,,1,2,2,1,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,4,3,,1,1,4,4,4,2,2,1,1,2,0,0
Ghana,GHA,164600348,3.768735686,1,55,1,1,2,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,4,2,4,1,,0,0,4,4,4,4,4,5,1,2,0,0
Ghana,GHA,203487822,0.806264067,2,32,2,5,1,2,1,1,1,2,2,1,2,,2,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,1,1,2,,,,1,1,1,2,2,2,2,,3,2,1,1,1,,,1,1,,,1,2,2,,,1,1,2,1,1,,,2,2,2,,,,,2,,,,,,1,1,1,1,3,2,,1,1,1,4,4,4,2,1,1,1,1,0
Ghana,GHA,139819519,0.448117034,1,21,2,2,1,2,1,1,1,1,2,2,,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,2,1,2,,,,2,2,1,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,3,1,4,1,,1,0,4,4,4,4,4,5,1,1,1,0
Ghana,GHA,129142606,0.482079863,2,37,2,3,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,1,2,2,2,2,,,,,,,1,1,2,1,2,,,2,1,2,,,,1,2,1,2,2,2,1,,2,1,1,1,1,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,2,,1,1,4,4,4,4,4,1,1,2,1,0
Ghana,GHA,194327294,0.395429802,2,29,2,5,1,2,1,1,1,2,2,1,2,,2,2,2,,,,1,2,2,,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,1,1,2,,,,2,1,2,2,2,2,1,,3,3,3,1,1,,,2,,,,1,2,1,1,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,2,3,3,,2,,1,1,2,4,4,4,1,1,1,1,1,0
Ghana,GHA,183407796,0.969732959,1,39,1,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,2,3,1,2,0,0
Ghana,GHA,165874332,2.861421735,1,40,1,4,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,1,2,1,2,1,2,2,,,,,,,1,2,2,2,2,,,2,2,2,,,,2,2,1,1,2,2,1,1,2,2,1,1,2,1,2,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,2,2,2,1,,1,2,1,1,2,1,,1,1,4,4,4,2,2,1,1,2,1,0
Ghana,GHA,116539403,2.268841129,2,21,1,4,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,1,0,4,4,4,4,4,5,2,2,0,0
Ghana,GHA,147435418,1.594036006,2,18,2,1,2,2,1,0,1,,,2,,,,,,,,,,,,,,,2,1,3,3,2,1,1,2,,,,,,,2,1,2,1,2,,,2,2,2,,,,2,2,2,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,5,5,3,3,,3,,0,0,4,4,4,4,4,5,1,2,1,0
Ghana,GHA,150302384,1.188980117,2,49,3,2,1,2,1,1,1,1,2,2,,,1,2,2,,,,2,,2,,2,,,,,,,,,,,,,,,,2,1,2,1,1,1,,2,1,2,,,,2,2,1,2,2,2,2,,2,3,3,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,0,4,4,4,4,2,1,1,1,1,1
Ghana,GHA,156209784,1.82552853,1,75,1,2,1,2,1,1,1,2,2,2,,,2,1,2,,,,1,2,1,2,1,,,,,,,,,,,,,,,,1,1,2,2,2,,,2,2,2,,,,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,3,1,4,1,,1,1,4,4,4,4,4,1,1,1,1,0
Ghana,GHA,197805150,3.250990312,2,53,1,2,1,2,1,1,1,2,2,2,,,1,2,2,,,,1,2,3,,1,,,,,,,,,,,,,,,,1,1,2,2,2,,,2,2,2,,,,1,1,2,2,2,2,2,,1,3,3,1,1,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,4,3,4,,1,,1,0,4,4,4,4,4,1,1,2,1,0
Ghana,GHA,138670639,1.166807231,2,26,2,2,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,,,,,,,2,1,2,1,2,,,2,1,2,,,,2,2,1,2,2,2,2,,2,1,4,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,2,3,1,,1,0,4,4,4,4,4,1,1,1,1,0
Ghana,GHA,151653501,1.743537694,2,21,2,4,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,,,,,,1,1,2,1,2,,,2,1,2,,,,1,2,1,2,2,2,2,,1,3,1,1,1,,,1,1,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,3,3,3,,1,,1,0,2,4,4,4,4,1,1,1,1,0
Ghana,GHA,126520418,1.005229356,2,69,2,5,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,2,2,2,2,2,,,2,2,2,,,,2,2,2,2,2,2,2,,7,,,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,4,2,1,,0,0,4,4,4,2,4,1,1,2,1,0
Ghana,GHA,193072944,1.862323531,2,15,1,1,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,4,4,4,4,4,5,1,1,0,0
Ghana,GHA,162398739,1.589711028,2,45,2,4,1,2,1,1,1,1,2,1,2,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,1,2,,2,1,1,1,2,,1,1,2,2,2,2,1,,2,1,1,1,1,,,1,1,,,1,2,2,,,1,1,1,1,2,,,2,1,2,1,2,,,2,,,,,,1,1,1,1,2,1,,1,1,1,1,4,4,2,1,1,1,1,1
Ghana,GHA,119606216,0.583548516,1,27,3,4,1,2,1,1,1,1,2,1,2,,1,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,,,1,2,2,1,2,,,2,1,2,,,,2,1,2,2,2,2,1,,1,3,3,1,1,,,1,1,,,2,,,,,,1,1,1,2,,,3,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,1,4,4,4,4,1,1,1,1,0
Ghana,GHA,168104414,0.665730638,2,29,2,4,1,2,1,1,1,1,2,2,,,1,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,2,,,2,1,1,3,2,,2,1,1,2,2,2,1,,1,3,2,1,1,,,1,1,,,1,2,2,,,1,1,2,1,2,,,2,1,2,2,2,2,1,2,,,,,,1,1,1,1,2,1,,1,1,1,1,4,4,2,1,1,1,1,1
Ghana,GHA,133875626,0.397752841,1,30,1,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,3,,,2,2,2,,,,2,2,,2,2,2,2,,6,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,2,1,,0,0,4,4,4,4,2,5,1,2,0,0
Ghana,GHA,131436613,0.350878174,2,35,2,5,1,1,1,0,1,,,2,,,,,,,,,,,,,,,1,2,2,1,2,1,2,2,,,,,,,1,1,2,1,1,1,,1,1,2,,,,2,2,1,2,1,2,2,,5,1,1,1,2,1,1,1,1,,,1,2,1,1,,,1,2,2,1,,,2,2,2,,,,,1,1,2,1,,,1,1,1,1,1,1,,1,1,1,4,4,1,1,1,1,2,1,1
Ghana,GHA,165212039,1.120603952,1,61,2,1,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,1,1,2,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,1,2,2,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,4,4,1,2,0,0
Ghana,GHA,207672612,0.388935744,2,27,2,5,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,3,2,1,1,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,4,1,,1,0,4,4,4,4,4,1,1,2,0,0
Ghana,GHA,193285769,0.349742339,2,29,2,3,1,2,1,1,1,1,1,2,,,1,2,2,,,,2,,2,,1,,,,,,,,,,,,,,,,1,2,2,1,1,1,,2,2,2,,,,2,2,2,2,1,1,1,,3,2,2,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,1,2,1,,0,1,4,4,4,4,4,1,1,1,1,1
Ghana,GHA,181537056,0.872117837,2,40,2,3,1,2,1,1,1,2,2,1,2,,1,1,2,,,,2,,1,2,1,,,,,,,,,,,,,,,,1,1,1,1,2,,,1,1,2,,,,1,1,2,2,2,2,2,,2,2,1,1,1,,,1,1,,,2,,,,,,1,1,2,1,,,1,2,2,,,,,2,,,,,,1,1,2,3,2,1,,1,1,1,4,4,4,4,1,1,2,1,0
Ghana,GHA,163472242,0.746872051,2,31,3,5,1,2,1,1,1,1,2,1,1,1,1,1,1,2,,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,1,2,,1,1,1,3,1,,1,1,2,2,1,1,1,,1,3,2,1,1,,,1,1,,,1,2,1,1,,,1,1,1,2,,,1,2,2,,,,,2,,,,,,1,1,1,2,1,2,,1,1,1,4,4,4,1,1,1,1,1,1
Ghana,GHA,207156545,0.315338226,1,27,3,5,2,2,1,1,1,1,1,1,2,,2,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,2,,,2,1,1,1,1,,1,1,2,1,2,2,2,2,3,3,3,2,,,,1,1,,,1,2,2,,,1,1,1,1,2,,,2,2,2,,,,,2,,,,,,3,2,3,3,,1,,1,1,1,4,4,4,2,1,1,1,1,1
Ghana,GHA,124840611,0.444232891,1,46,2,2,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,1,2,1,2,1,2,2,,,,,,,1,1,2,1,2,,,2,1,2,,,,2,2,1,2,2,2,1,,6,2,1,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,2,2,1,1,,1,1,4,4,4,2,2,1,1,1,1,0
Ghana,GHA,147241086,0.792950147,2,21,2,3,1,1,1,0,1,,,2,,,,,,,,,,,,,,,1,2,2,1,2,1,2,2,,,,,,,1,1,2,1,2,,,2,1,2,,,,2,2,1,2,2,2,2,,3,2,1,1,1,,,1,1,,,1,2,2,,,1,1,2,2,1,,,2,2,2,,,,,2,,,,,,1,1,2,2,1,2,,1,0,1,4,4,4,2,1,1,1,1,0
Ghana,GHA,167582359,0.325863541,2,26,2,5,1,2,1,1,1,2,2,1,2,,2,2,2,,,,1,2,2,,2,,,,,,,,,,,,,,,,1,2,2,1,2,,,2,1,1,1,2,,2,2,2,2,2,2,1,,7,,,1,1,,,2,,,,1,2,2,,,1,1,2,1,2,,,1,2,2,,,,,2,,,,,,1,1,1,4,1,1,,0,1,1,4,4,4,2,1,1,2,1,1
Ghana,GHA,160327745,0.493008519,1,35,2,5,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,2,1,2,4,1,,0,1,4,4,4,4,2,5,2,2,0,0
Ghana,GHA,142985363,1.434778027,2,38,1,2,1,1,1,1,1,2,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,,,1,2,2,1,1,2,,2,1,2,,,,2,2,2,2,2,2,2,,7,,,1,1,,,1,2,1,1,2,,,,,,2,,,,,,,2,2,,,,,1,2,2,1,,,1,1,1,1,4,1,,1,0,4,4,4,1,4,1,1,1,1,1
Ghana,GHA,160493085,2.404723585,1,64,1,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,1,2,1,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,3,2,1,,0,0,4,4,4,2,4,5,2,2,0,0
Ghana,GHA,119196079,1.271001341,1,46,2,2,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,1,2,1,2,2,,,,,,,1,1,2,2,2,,,2,1,2,,,,2,2,1,1,2,2,1,2,2,2,2,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,4,4,4,4,2,1,2,2,1,0
Ghana,GHA,147687149,0.849963374,2,22,1,1,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,4,4,4,4,4,5,2,2,0,0
Ghana,GHA,191839380,0.368565003,2,27,2,5,1,2,1,1,1,2,2,2,,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,,,1,2,2,1,2,,,1,1,2,,,,2,2,1,2,2,1,2,,4,2,1,1,1,,,2,,,,1,2,2,,,1,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,2,2,3,1,,1,1,1,4,4,4,2,1,1,1,1,0
Ghana,GHA,148632048,1.542557587,1,18,2,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,2,3,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,8,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,5,2,4,1,,0,0,4,4,4,4,4,5,1,1,0,0
Ghana,GHA,112589299,2.241207904,1,67,2,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,3,2,2,2,2,2,2,2,,,,,2,,,2,1,2,,,,2,2,,2,2,2,2,,2,4,5,1,1,,,1,2,1,1,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,3,3,2,3,,2,,0,0,4,4,4,2,4,1,1,2,0,0
Ghana,GHA,158015633,3.728229285,1,20,1,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,1,2,2,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,1,,1,,0,0,4,4,4,4,4,4,2,2,0,0
Ghana,GHA,139013500,0.813226753,1,32,1,2,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,3,2,2,2,1,2,2,,,,,,,1,1,2,2,1,1,,1,1,2,,,,2,2,1,2,2,2,2,,4,2,1,1,1,,,1,2,2,2,2,,,,,,2,,,,,,,1,2,2,1,,,2,,,,,,1,1,1,2,2,2,,1,0,4,1,4,4,4,1,1,2,1,1
Ghana,GHA,154162637,0.978779389,2,45,2,5,1,2,1,1,1,2,2,1,2,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,2,1,2,,,,1,1,1,2,2,2,2,,1,3,2,1,1,,,1,1,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,3,3,3,,1,,1,0,2,4,4,4,2,1,1,1,1,0
Ghana,GHA,202402610,0.644231273,1,26,2,4,1,2,1,1,1,2,2,2,,,1,2,2,,,,1,2,1,2,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,2,1,2,,,,2,1,1,1,2,2,1,2,1,2,1,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,3,1,,1,1,4,4,4,4,2,1,1,1,1,0
Ghana,GHA,195716935,0.630679955,1,25,2,4,1,2,1,1,1,1,2,1,2,,1,1,2,,,,1,2,1,1,2,,,,,,,,,,,,,,,,1,1,2,1,2,,,2,1,2,,,,2,2,1,2,2,2,1,,2,2,2,1,1,,,1,1,,,1,2,2,,,1,1,2,1,1,,,2,2,2,,,,,2,,,,,,3,2,2,3,2,1,,1,1,1,4,4,4,2,1,1,1,1,0
